timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
1070000000,-5.349400150059141,-18.497501607663214,-1.9996968382182243,2.4658689567950556,0.14439772651397095,0.04215465894367235,-0.12192057586032078,-0.2628548497805663,0.011964020528909125,1184.6418370932222,1139.2208044769661,1119.0702871421468,1154.3925768321824
1080000000,-5.326209243967565,-18.49621137202225,-1.9992934017515884,2.481649447886052,0.13165245806166723,0.0426239123490936,-0.12132731643598892,-0.2573218900555055,0.014473827275938381,1182.1943324118477,1140.698859825418,1121.4076644174154,1152.196773513622
1090000000,-5.30025493987487,-18.49489269013358,-1.9988340918272312,2.5025195298668588,0.12054018798976752,0.046427214270487085,-0.12023728315976508,-0.2508567675434709,0.017155437102580034,1179.5389848177356,1141.5003276813793,1123.442427770009,1150.699663383374
1100000000,-5.276713789243778,-18.493814612901474,-1.998390511078579,2.518980085233084,0.1095293774686908,0.04806963878590814,-0.11876877076314361,-0.24482572871003924,0.019317117029652886,1180.2904398008332,1138.789404197088,1124.9936498614964,1150.0717975898203
1110000000,-5.2503794939816,-18.492757817168343,-1.9978889872938215,2.5364167547259044,0.09389453969992308,0.04794393574575003,-0.11659574655586576,-0.23789621386727258,0.021518528533050058,1180.9964073419148,1136.015714026806,1125.6348670893408,1150.9258394656679
1120000000,-5.223876226409483,-18.491838442348552,-1.997396099185955,2.5538913049602834,0.08279201469603231,0.04678427367937323,-0.11388763753552464,-0.23082436214565835,0.02356875163030325,1177.8867888671343,1134.6420951281907,1127.6196768871364,1153.049524311027
1130000000,-5.199852581611518,-18.491114266466347,-1.9969406354847425,2.5693809616336463,0.07045362818619362,0.051371153001128496,-0.11096962828302656,-0.22427737177076218,0.025260032750744812,1174.0564447240838,1135.8331231637085,1130.1174887460136,1152.5929715670857
1140000000,-5.17301012752442,-18.490411605476837,-1.996414229045961,2.5846302886605383,0.06239932090358524,0.04836422126973497,-0.10727331115873687,-0.21677787793428954,0.02691390825847758,1172.0949488173292,1136.1692138969331,1133.2464225069689,1150.534816305071
1150000000,-5.148700621198865,-18.489872430490692,-1.99596843167787,2.5999774595267957,0.05106158496269052,0.04649131085425483,-0.10357734165780112,-0.20994223574244736,0.0281977645662523,1171.2886699702508,1133.9668653075705,1136.7724537457195,1149.7267379504533
1160000000,-5.121565177337517,-18.489378701338207,-1.99548270948593,2.610110216309512,0.04564515885381085,0.04557374121341867,-0.09908141634862329,-0.20222864898789714,0.029425368080184325,1170.966711600546,1134.2906670630437,1137.6296495950864,1147.9240794737455
1170000000,-5.094297434978178,-18.488957862369183,-1.995014760937355,2.625784714748615,0.03484605904383918,0.045434472682707526,-0.0941839014350535,-0.19441264838833014,0.03046571620037612,1170.0480424894608,1136.2527389215525,1138.2338985079252,1145.0411379901266
1180000000,-5.06964561460502,-18.488683776248674,-1.9946020765644574,2.633556131506131,0.02624580508900959,0.040413357469325714,-0.08955421826157921,-0.18731220173548,0.031251479782391685,1168.022993639527,1135.7649893533078,1140.2138490170018,1144.5864367888669
1190000000,-5.04215096625699,-18.488454402621777,-1.9941812261727252,2.6470617731829913,0.017953071991986088,0.03885121673230642,-0.08409192401517224,-0.17939160025959575,0.03201004671682529,1164.2746900124819,1134.3525276152893,1141.6085171091775,1147.0005030717034
1200000000,-5.017276357162054,-18.488302680106894,-1.9938472534721106,2.658622348615179,0.013175415539069474,0.0340577681224977,-0.0789010440571463,-0.1723003451617092,0.0326179054488981,1161.5284613425877,1136.0659596509822,1141.5170950259358,1146.5418237907295
1210000000,-4.989527397914992,-18.48820596951673,-1.9934902603405833,2.66911290041054,0.0064557194919347815,0.03394883819257722,-0.07299689397153838,-0.16439142608192514,0.03316957509263753,1160.2199625350884,1136.0845983509885,1142.0510598944886,1145.1740189084649
1220000000,-4.961661264891495,-18.488170397882687,-1.9931378189483961,2.6809489920626937,-0.0002736834669885916,0.03321110154856482,-0.06687256168511471,-0.15647697111434905,0.033627319181861584,1157.1389831473625,1134.322798690568,1143.941886038679,1145.9768697686466
1230000000,-4.936482698483719,-18.48817744316912,-1.9928295186733302,2.6910874725022174,-0.0016351423538715874,0.033089249745197086,-0.06120199647507142,-0.1493272126680134,0.03398395706300128,1153.5341916375605,1133.5275837051615,1147.5060594694519,1145.3553472925769
